1725235200000,2425.71000000,2455.26000000,2423.52000000,2441.12000000,13661.74300000,1725238799999,33323572.08493700,81452,7503.96470000,18307212.14757900,0
1725238800000,2441.13000000,2447.00000000,2431.78000000,2440.00000000,8416.97060000,1725242399999,20523536.79031600,53291,4252.44830000,10370782.18224300,0
1725242400000,2440.00000000,2451.68000000,2431.50000000,2437.49000000,7297.27100000,1725245999999,17820211.92550800,49869,3625.82840000,8853679.29355000,0
1725246000000,2437.49000000,2451.92000000,2437.16000000,2450.52000000,5955.67230000,1725249599999,14570702.89457500,51872,3130.62840000,7659225.09583400,0
1725249600000,2450.47000000,2451.35000000,2434.97000000,2435.40000000,9087.85920000,1725253199999,22211246.90103900,42557,4134.80440000,10109594.77899200,0
1725253200000,2435.40000000,2466.20000000,2435.28000000,2454.13000000,11740.84930000,1725256799999,28784344.55116200,52041,6745.97630000,16537316.87919200,0
1725256800000,2454.14000000,2458.64000000,2445.72000000,2446.69000000,6407.05540000,1725260399999,15700106.09170400,33388,3067.85830000,7517310.93100500,0
1725260400000,2446.70000000,2451.33000000,2433.18000000,2441.14000000,10708.10340000,1725263999999,26142975.69436800,47913,5247.35550000,12809370.89545000,0
1725264000000,2441.14000000,2476.15000000,2438.39000000,2468.81000000,21161.99150000,1725267599999,52111788.29840200,81995,11942.62590000,29405822.90338500,0
1725267600000,2468.80000000,2520.41000000,2461.70000000,2516.19000000,29679.17030000,1725271199999,73998820.95656500,121418,16811.71820000,41916502.55180900,0
1725271200000,2516.19000000,2539.53000000,2510.07000000,2524.79000000,25938.51320000,1725274799999,65444046.31812200,109608,13289.08050000,33540138.95121000,0
1725274800000,2524.78000000,2527.97000000,2514.47000000,2515.81000000,9114.00540000,1725278399999,22973822.82729200,51304,4115.33710000,10374398.04383200,0
1725278400000,2515.81000000,2524.67000000,2510.59000000,2520.79000000,8892.77530000,1725281999999,22397618.74897900,47499,4838.88740000,12189630.43176000,0
1725282000000,2520.79000000,2523.19000000,2504.40000000,2505.21000000,10525.83270000,1725285599999,26441235.90726900,57825,4624.97430000,11617705.02204400,0
1725285600000,2505.21000000,2528.00000000,2492.55000000,2519.61000000,13931.61480000,1725289199999,34968738.89275900,107167,7817.61900000,19631969.33885400,0
1725289200000,2519.60000000,2525.79000000,2512.75000000,2513.20000000,8293.20100000,1725292799999,20895379.59226400,66882,3799.23010000,9573238.90783900,0
1725292800000,2513.20000000,2521.40000000,2505.78000000,2511.97000000,10510.68570000,1725296399999,26410220.30987000,64247,3967.36720000,9968293.74742300,0
1725296400000,2511.96000000,2525.00000000,2511.75000000,2522.78000000,5948.27340000,1725299999999,14976898.83402500,53734,2739.24450000,6896974.46237600,0
1725300000000,2522.79000000,2530.92000000,2515.55000000,2523.86000000,5845.32720000,1725303599999,14749053.63814400,48082,2815.10960000,7104319.10829300,0
1725303600000,2523.86000000,2526.64000000,2519.21000000,2524.25000000,7611.81380000,1725307199999,19205486.52314200,33509,2628.30680000,6631814.64128200,0
1725307200000,2524.26000000,2564.83000000,2522.22000000,2554.14000000,15027.92240000,1725310799999,38250824.58778000,81152,8739.26130000,22245502.78702100,0
1725310800000,2554.13000000,2563.07000000,2536.70000000,2544.73000000,7913.75820000,1725314399999,20170624.00947600,52926,3655.81400000,9318290.20185100,0
1725314400000,2544.73000000,2548.75000000,2541.17000000,2545.14000000,4738.61270000,1725317999999,12056429.14422300,33048,2365.73680000,6018983.75716300,0
1725318000000,2545.14000000,2547.73000000,2534.44000000,2538.01000000,4223.81670000,1725321599999,10726440.67319000,29555,2231.52780000,5666605.95749900,0
