1740787200000000,2237.59000000,2246.58000000,2215.51000000,2216.16000000,13674.18150000,1740790799999999,30502669.79972800,95579,5536.53660000,12355756.45874500,0
1740790800000000,2216.17000000,2263.70000000,2213.33000000,2253.20000000,17878.58900000,1740794399999999,39980828.73765900,124893,9116.01030000,20398271.18646400,0
1740794400000000,2253.20000000,2275.61000000,2240.00000000,2256.19000000,31428.41330000,1740797999999999,71066644.14262700,169101,17467.16720000,39505454.28337000,0
1740798000000000,2256.20000000,2270.31000000,2249.00000000,2262.98000000,13190.54570000,1740801599999999,29790949.40550700,108225,7493.06530000,16922704.48675400,0
1740801600000000,2262.98000000,2281.14000000,2258.40000000,2270.48000000,26173.42940000,1740805199999999,59465552.98877800,133050,12693.24290000,28837218.02226300,0
1740805200000000,2270.48000000,2270.63000000,2252.40000000,2255.90000000,16959.47560000,1740808799999999,38325630.07627700,84322,8572.42250000,19369917.99983400,0
1740808800000000,2255.91000000,2259.96000000,2230.36000000,2236.49000000,20145.68700000,1740812399999999,45175789.19273000,96968,9200.43990000,20632206.12533800,0
1740812400000000,2236.50000000,2236.50000000,2224.20000000,2229.24000000,15689.58890000,1740815999999999,34962088.99567600,75499,7997.12270000,17819149.47742100,0
1740816000000000,2229.25000000,2239.77000000,2227.10000000,2234.78000000,14689.56920000,1740819599999999,32821665.54181500,69458,7265.61570000,16230666.12981000,0
1740819600000000,2234.78000000,2239.49000000,2228.38000000,2233.40000000,9504.91250000,1740823199999999,21235637.99885200,63384,5473.84340000,12229876.44925800,0
1740823200000000,2233.40000000,2233.67000000,2200.00000000,2204.80000000,25785.14540000,1740826799999999,57081759.35952400,105440,10366.19040000,22948494.94946800,0
1740826800000000,2204.80000000,2207.00000000,2171.41000000,2184.42000000,26823.48380000,1740830399999999,58645243.07561500,138864,11774.34800000,25740185.87401200,0
1740830400000000,2184.43000000,2187.70000000,2171.40000000,2181.30000000,17430.75380000,1740833999999999,37995320.66156100,91972,7219.71240000,15738541.58151300,0
1740834000000000,2181.31000000,2184.60000000,2142.73000000,2152.69000000,31788.35860000,1740837599999999,68569978.40308600,164264,12527.13270000,27010918.44008400,0
1740837600000000,2152.70000000,2167.42000000,2149.30000000,2163.31000000,19317.36670000,1740841199999999,41711400.39003600,119732,9561.88830000,20651157.19791900,0
1740841200000000,2163.32000000,2184.00000000,2158.70000000,2173.29000000,19098.09880000,1740844799999999,41488930.84538700,120285,9078.59540000,19722752.10464600,0
1740844800000000,2173.30000000,2211.95000000,2169.40000000,2209.94000000,21246.21020000,1740848399999999,46430990.72591800,144258,10862.58400000,23753243.24542700,0
1740848400000000,2209.94000000,2210.07000000,2190.44000000,2197.02000000,18560.30960000,1740851999999999,40797235.33019900,111875,7904.66160000,17377303.48625200,0
1740852000000000,2197.01000000,2219.00000000,2193.31000000,2212.11000000,14465.33020000,1740855599999999,31932679.11691900,95576,7182.56820000,15859503.68507400,0
1740855600000000,2212.11000000,2234.60000000,2211.23000000,2223.31000000,12736.48490000,1740859199999999,28306749.98502200,78455,6534.89960000,14521099.59241900,0
1740859200000000,2223.31000000,2226.10000000,2215.32000000,2225.30000000,10954.44420000,1740862799999999,24331786.53971800,60475,3953.38200000,8781304.82178600,0
1740862800000000,2225.29000000,2233.67000000,2208.29000000,2229.53000000,18598.58540000,1740866399999999,41277437.23363000,87122,8624.24300000,19154006.91333800,0
1740866400000000,2229.50000000,2235.99000000,2211.09000000,2214.99000000,13803.31940000,1740869999999999,30665717.34826300,72202,5494.11360000,12208504.09155200,0
1740870000000000,2214.99000000,2219.95000000,2191.10000000,2217.39000000,16488.44400000,1740873599999999,36378775.53583400,100840,7297.07480000,16104757.17300200,0
